sigmoid_colon_Peak_23845	ENSG00000187634.10	924879	107583
sigmoid_colon_Peak_54490	ENSG00000187634.10	924879	107583
sigmoid_colon_Peak_67130	ENSG00000187634.10	924879	107583
sigmoid_colon_Peak_22173	ENSG00000187634.10	924879	20614
sigmoid_colon_Peak_39088	ENSG00000187634.10	924879	20614
sigmoid_colon_Peak_21162	ENSG00000187634.10	924879	1200
sigmoid_colon_Peak_20098	ENSG00000131591.17	1116361	5727
sigmoid_colon_Peak_233916	ENSG00000162571.13	1173883	16503
sigmoid_colon_Peak_24251	ENSG00000162571.13	1173883	16503
sigmoid_colon_Peak_62286	ENSG00000162571.13	1173883	16503
sigmoid_colon_Peak_8947	ENSG00000162571.13	1173883	16503
sigmoid_colon_Peak_223436	ENSG00000186891.13	1206691	1382
sigmoid_colon_Peak_39962	ENSG00000186891.13	1206691	1382
sigmoid_colon_Peak_37551	ENSG00000162576.16	1361777	282
sigmoid_colon_Peak_28508	ENSG00000205116.3	1426127	4126
sigmoid_colon_Peak_33336	ENSG00000205116.3	1426127	4126
sigmoid_colon_Peak_40715	ENSG00000205116.3	1426127	4126
sigmoid_colon_Peak_59235	ENSG00000179403.11	1434860	1578
sigmoid_colon_Peak_22309	ENSG00000179403.11	1434860	529
sigmoid_colon_Peak_58833	ENSG00000197785.13	1512150	7462
sigmoid_colon_Peak_78587	ENSG00000197785.13	1512150	7462
sigmoid_colon_Peak_153154	ENSG00000197785.13	1512150	6802
sigmoid_colon_Peak_33133	ENSG00000197785.13	1512150	6802
sigmoid_colon_Peak_101843	ENSG00000189409.12	1632094	1103
sigmoid_colon_Peak_33652	ENSG00000189409.12	1632094	1103
sigmoid_colon_Peak_100741	ENSG00000008130.15	1780457	1658
sigmoid_colon_Peak_78655	ENSG00000008130.15	1780457	1658
sigmoid_colon_Peak_94809	ENSG00000008130.15	1780457	1658
sigmoid_colon_Peak_10207	ENSG00000169885.9	1914826	6393
sigmoid_colon_Peak_207703	ENSG00000169885.9	1914826	6393
sigmoid_colon_Peak_31010	ENSG00000169885.9	1914826	6393
sigmoid_colon_Peak_7738	ENSG00000169885.9	1914826	6393
sigmoid_colon_Peak_11612	ENSG00000162585.16	2212720	1229
sigmoid_colon_Peak_75415	ENSG00000162585.16	2212720	1229
sigmoid_colon_Peak_28978	ENSG00000116151.13	2391707	80184
sigmoid_colon_Peak_75451	ENSG00000116151.13	2391707	77334
sigmoid_colon_Peak_250432	ENSG00000116151.13	2391707	76802
sigmoid_colon_Peak_54121	ENSG00000116151.13	2391707	76802
sigmoid_colon_Peak_25612	ENSG00000157873.17	2555638	9696
sigmoid_colon_Peak_40005	ENSG00000157873.17	2555638	9696
sigmoid_colon_Peak_53716	ENSG00000157873.17	2555638	8761
sigmoid_colon_Peak_47826	ENSG00000157873.17	2555638	7540
sigmoid_colon_Peak_34332	ENSG00000157873.17	2555638	6936
sigmoid_colon_Peak_35300	ENSG00000157870.14	2586490	1182
sigmoid_colon_Peak_36517	ENSG00000157870.14	2586490	1182
sigmoid_colon_Peak_12580	ENSG00000162592.8	3752397	5324
sigmoid_colon_Peak_32117	ENSG00000196581.10	4654731	315491
sigmoid_colon_Peak_46374	ENSG00000196581.10	4654731	315491
sigmoid_colon_Peak_76073	ENSG00000196581.10	4654731	315491
sigmoid_colon_Peak_21456	ENSG00000007923.15	6701924	41281
sigmoid_colon_Peak_229246	ENSG00000007923.15	6701924	41281
sigmoid_colon_Peak_68410	ENSG00000007923.15	6701924	41281
sigmoid_colon_Peak_65483	ENSG00000116285.12	8026308	20926
sigmoid_colon_Peak_36338	ENSG00000116285.12	8026308	34954
sigmoid_colon_Peak_102260	ENSG00000116285.12	8026308	37365
sigmoid_colon_Peak_58653	ENSG00000116285.12	8026308	37365
sigmoid_colon_Peak_51752	ENSG00000116285.12	8026308	50787
sigmoid_colon_Peak_90534	ENSG00000116285.12	8026308	51862
sigmoid_colon_Peak_39862	ENSG00000116285.12	8026308	56808
sigmoid_colon_Peak_81082	ENSG00000116285.12	8026308	90694
sigmoid_colon_Peak_5979	ENSG00000116285.12	8026308	94777
sigmoid_colon_Peak_75448	ENSG00000116285.12	8026308	94777
sigmoid_colon_Peak_47074	ENSG00000116285.12	8026308	106922
sigmoid_colon_Peak_26277	ENSG00000116285.12	8026308	107357
sigmoid_colon_Peak_9687	ENSG00000116285.12	8026308	107357
sigmoid_colon_Peak_11975	ENSG00000116285.12	8026308	143158
sigmoid_colon_Peak_147137	ENSG00000116285.12	8026308	143158
sigmoid_colon_Peak_74754	ENSG00000116285.12	8026308	143158
sigmoid_colon_Peak_98776	ENSG00000116285.12	8026308	143158
sigmoid_colon_Peak_43134	ENSG00000162426.14	8317825	143427
sigmoid_colon_Peak_35807	ENSG00000162426.14	8317825	127902
sigmoid_colon_Peak_46512	ENSG00000162426.14	8317825	120029
sigmoid_colon_Peak_9679	ENSG00000162426.14	8317825	115688
sigmoid_colon_Peak_9963	ENSG00000162426.14	8317825	115688
sigmoid_colon_Peak_102209	ENSG00000162426.14	8317825	113318
sigmoid_colon_Peak_42307	ENSG00000162426.14	8317825	100815
sigmoid_colon_Peak_63932	ENSG00000162426.14	8317825	100815
sigmoid_colon_Peak_68348	ENSG00000162426.14	8317825	78794
sigmoid_colon_Peak_62058	ENSG00000162426.14	8317825	78178
sigmoid_colon_Peak_5768	ENSG00000074800.13	8879249	30580
sigmoid_colon_Peak_61552	ENSG00000074800.13	8879249	10217
sigmoid_colon_Peak_10970	ENSG00000074800.13	8879249	10753
sigmoid_colon_Peak_47055	ENSG00000074800.13	8879249	10753
sigmoid_colon_Peak_13685	ENSG00000197241.3	9026345	40186
sigmoid_colon_Peak_152929	ENSG00000180758.11	9129170	20719
sigmoid_colon_Peak_232592	ENSG00000180758.11	9129170	52166
sigmoid_colon_Peak_72043	ENSG00000180758.11	9129170	52166
sigmoid_colon_Peak_175139	ENSG00000180758.11	9129170	52769
sigmoid_colon_Peak_201044	ENSG00000180758.11	9129170	52769
sigmoid_colon_Peak_27858	ENSG00000171621.13	9292879	78501
sigmoid_colon_Peak_32932	ENSG00000171621.13	9292879	78501
sigmoid_colon_Peak_65058	ENSG00000171621.13	9292879	83062
sigmoid_colon_Peak_10571	ENSG00000171621.13	9292879	83594
sigmoid_colon_Peak_84482	ENSG00000171621.13	9292879	83594
sigmoid_colon_Peak_91989	ENSG00000171621.13	9292879	83594
sigmoid_colon_Peak_110940	ENSG00000171621.13	9292879	91567
sigmoid_colon_Peak_19761	ENSG00000171621.13	9292879	91851
sigmoid_colon_Peak_72145	ENSG00000171621.13	9292879	95983
sigmoid_colon_Peak_27737	ENSG00000171621.13	9292879	119861
sigmoid_colon_Peak_99910	ENSG00000171621.13	9292879	119861
sigmoid_colon_Peak_151966	ENSG00000171621.13	9292879	120704
sigmoid_colon_Peak_174914	ENSG00000171621.13	9292879	120704
sigmoid_colon_Peak_52488	ENSG00000171621.13	9292879	120704
sigmoid_colon_Peak_3604	ENSG00000171612.6	9539481	110911
sigmoid_colon_Peak_94796	ENSG00000171612.6	9539481	100901
sigmoid_colon_Peak_143744	ENSG00000171612.6	9539481	97902
sigmoid_colon_Peak_86099	ENSG00000171612.6	9539481	97902
sigmoid_colon_Peak_47179	ENSG00000171612.6	9539481	72397
sigmoid_colon_Peak_150271	ENSG00000171603.16	9824526	913
sigmoid_colon_Peak_25304	ENSG00000171603.16	9824526	913
sigmoid_colon_Peak_17596	ENSG00000280113.1	9828258	7579
sigmoid_colon_Peak_28817	ENSG00000280113.1	9828258	7579
sigmoid_colon_Peak_62490	ENSG00000142657.20	10398591	10721
sigmoid_colon_Peak_79411	ENSG00000130940.14	10796650	161169
sigmoid_colon_Peak_84479	ENSG00000130940.14	10796650	161169
sigmoid_colon_Peak_40788	ENSG00000130940.14	10796650	160642
sigmoid_colon_Peak_27481	ENSG00000130940.14	10796650	70240
sigmoid_colon_Peak_78705	ENSG00000130940.14	10796650	70240
sigmoid_colon_Peak_12942	ENSG00000177674.15	11736083	4427
sigmoid_colon_Peak_66325	ENSG00000177674.15	11736083	4427
sigmoid_colon_Peak_63915	ENSG00000120937.8	11858931	21911
sigmoid_colon_Peak_67322	ENSG00000120937.8	11858931	21911
sigmoid_colon_Peak_22027	ENSG00000116685.15	11926428	7639
sigmoid_colon_Peak_43657	ENSG00000028137.16	12167002	5270
sigmoid_colon_Peak_16142	ENSG00000162496.8	12617731	98953
sigmoid_colon_Peak_74595	ENSG00000162496.8	12617731	98953
sigmoid_colon_Peak_78903	ENSG00000162496.8	12617731	98953
sigmoid_colon_Peak_16044	ENSG00000162496.8	12617731	77899
sigmoid_colon_Peak_18934	ENSG00000162496.8	12617731	77899
sigmoid_colon_Peak_90912	ENSG00000162496.8	12617731	76178
sigmoid_colon_Peak_43456	ENSG00000162496.8	12617731	68954
sigmoid_colon_Peak_48463	ENSG00000162496.8	12617731	68954
sigmoid_colon_Peak_61720	ENSG00000162496.8	12617731	68954
sigmoid_colon_Peak_64392	ENSG00000162496.8	12617731	61458
sigmoid_colon_Peak_8479	ENSG00000162496.8	12617731	61458
sigmoid_colon_Peak_43494	ENSG00000162496.8	12617731	1314
sigmoid_colon_Peak_27113	ENSG00000162496.8	12617731	2137
sigmoid_colon_Peak_12907	ENSG00000162494.5	13514048	26756
sigmoid_colon_Peak_67643	ENSG00000162494.5	13514048	29935
sigmoid_colon_Peak_23208	ENSG00000189337.15	14598703	294370
sigmoid_colon_Peak_38914	ENSG00000189337.15	14598703	294370
sigmoid_colon_Peak_85703	ENSG00000189337.15	14598703	111744
sigmoid_colon_Peak_71541	ENSG00000189337.15	14598703	81584
sigmoid_colon_Peak_21436	ENSG00000142621.19	15247271	4080
sigmoid_colon_Peak_25004	ENSG00000197312.11	15617499	14384
sigmoid_colon_Peak_7472	ENSG00000197312.11	15617499	14384
sigmoid_colon_Peak_79002	ENSG00000197312.11	15617499	14384
sigmoid_colon_Peak_92956	ENSG00000116786.11	15684331	1217
sigmoid_colon_Peak_46503	ENSG00000233954.6	15809348	10234
sigmoid_colon_Peak_40011	ENSG00000233954.6	15809348	9856
sigmoid_colon_Peak_175451	ENSG00000233954.6	15809348	9105
sigmoid_colon_Peak_43852	ENSG00000233954.6	15809348	9105
sigmoid_colon_Peak_53350	ENSG00000186510.11	16018874	6088
sigmoid_colon_Peak_29064	ENSG00000186510.11	16018874	5605
sigmoid_colon_Peak_18019	ENSG00000142627.12	16156087	19539
sigmoid_colon_Peak_263756	ENSG00000142627.12	16156087	19539
sigmoid_colon_Peak_49888	ENSG00000142627.12	16156087	19539
sigmoid_colon_Peak_66452	ENSG00000142627.12	16156087	25454
sigmoid_colon_Peak_6920	ENSG00000142627.12	16156087	25454
sigmoid_colon_Peak_71343	ENSG00000142627.12	16156087	25454
sigmoid_colon_Peak_3477	ENSG00000142632.16	16212609	4421
sigmoid_colon_Peak_39071	ENSG00000142632.16	16212609	4421
sigmoid_colon_Peak_127499	ENSG00000132881.11	16237162	7090
sigmoid_colon_Peak_44950	ENSG00000132881.11	16237162	7090
sigmoid_colon_Peak_131540	ENSG00000268991.2	16539065	40567
sigmoid_colon_Peak_55412	ENSG00000268991.2	16539065	40567
sigmoid_colon_Peak_70875	ENSG00000268991.2	16539065	40567
sigmoid_colon_Peak_9248	ENSG00000268991.2	16539065	40567
sigmoid_colon_Peak_22783	ENSG00000237847.2	16673002	28727
sigmoid_colon_Peak_56978	ENSG00000237847.2	16673002	28727
sigmoid_colon_Peak_8619	ENSG00000237847.2	16673002	28727
sigmoid_colon_Peak_30187	ENSG00000279132.1	16734461	9212
sigmoid_colon_Peak_47131	ENSG00000279132.1	16734461	9212
sigmoid_colon_Peak_16070	ENSG00000074964.16	17539834	37461
sigmoid_colon_Peak_92145	ENSG00000074964.16	17539834	37461
sigmoid_colon_Peak_5586	ENSG00000074964.16	17539834	8232
sigmoid_colon_Peak_207835	ENSG00000169991.10	18956686	5502
sigmoid_colon_Peak_36462	ENSG00000169991.10	18956686	5502
sigmoid_colon_Peak_18056	ENSG00000169991.10	18956686	54084
sigmoid_colon_Peak_65443	ENSG00000077549.17	19485539	19421
sigmoid_colon_Peak_76552	ENSG00000077549.17	19485539	19421
sigmoid_colon_Peak_63709	ENSG00000077549.17	19485539	44056
sigmoid_colon_Peak_44023	ENSG00000077549.17	19485539	46977
